"Código","Unidade Territorial","UF","Referência","Famílias Beneficiárias","Valor Total Repassado","Valor Médio dos Benefícios"
"420675","IBIAM","SC","04/2020","53","839","15.83"
"420675","IBIAM","SC","03/2020","50","7557","151.14"
"420675","IBIAM","SC","02/2020","50","7334","146.68"
"420675","IBIAM","SC","01/2020","51","7970.00","156.27"
"420680","IBICARÉ","SC","10/2020","82","4730","57.68"
"420680","IBICARÉ","SC","03/2020","74","15580","210.54"
"420680","IBICARÉ","SC","11/2020","82","5325","64.94"
"420680","IBICARÉ","SC","12/2020","82","5594","68.22"
"420680","IBICARÉ","SC","04/2020","79","1591","20.14"
"420680","IBICARÉ","SC","05/2020","80","1655","20.69"
"420680","IBICARÉ","SC","06/2020","80","1525","19.06"
"420680","IBICARÉ","SC","08/2020","80","1525","19.06"
"420680","IBICARÉ","SC","01/2020","70","14051.00","200.73"
"420680","IBICARÉ","SC","02/2020","71","14923","210.18"
"420680","IBICARÉ","SC","07/2020","80","1525","19.06"
"420680","IBICARÉ","SC","09/2020","82","4304","52.49"
"420690","IBIRAMA","SC","07/2020","148","4463","30.16"
"420690","IBIRAMA","SC","08/2020","148","4203","28.40"
"420690","IBIRAMA","SC","09/2020","147","8910","60.61"
"420690","IBIRAMA","SC","12/2020","147","10070","68.50"
"420690","IBIRAMA","SC","10/2020","147","9464","64.38"
"420690","IBIRAMA","SC","02/2020","138","22872","165.74"
"420690","IBIRAMA","SC","01/2020","138","22736.00","164.75"
"420690","IBIRAMA","SC","03/2020","149","25158","168.85"
"420690","IBIRAMA","SC","04/2020","149","4671","31.35"
"420690","IBIRAMA","SC","05/2020","148","4281","28.93"
"420690","IBIRAMA","SC","06/2020","148","4372","29.54"
"420690","IBIRAMA","SC","11/2020","147","9824","66.83"
"420700","IÇARA","SC","09/2020","1092","52653","48.22"
"420700","IÇARA","SC","06/2020","1101","22152","20.12"
"420700","IÇARA","SC","11/2020","1092","58734","53.79"
"420700","IÇARA","SC","01/2020","976","211919.00","217.13"
"420700","IÇARA","SC","02/2020","973","210932","216.79"
"420700","IÇARA","SC","04/2020","1104","22526","20.40"
"420700","IÇARA","SC","05/2020","1101","20956","19.03"
"420700","IÇARA","SC","07/2020","1101","23962","21.76"
"420700","IÇARA","SC","08/2020","1101","21922","19.91"
"420700","IÇARA","SC","03/2020","926","204362","220.69"
"420700","IÇARA","SC","10/2020","1092","55123","50.48"
"420700","IÇARA","SC","12/2020","1092","62432","57.17"
"420710","ILHOTA","SC","02/2020","269","64388","239.36"
"420710","ILHOTA","SC","01/2020","265","62394.00","235.45"
"420710","ILHOTA","SC","10/2020","366","19872","54.30"
"420710","ILHOTA","SC","04/2020","366","5954","16.27"
"420710","ILHOTA","SC","11/2020","366","22130","60.46"
"420710","ILHOTA","SC","09/2020","366","17408","47.56"
"420710","ILHOTA","SC","08/2020","364","5865","16.11"
"420710","ILHOTA","SC","07/2020","364","7247","19.91"
"420710","ILHOTA","SC","06/2020","364","6644","18.25"
"420710","ILHOTA","SC","05/2020","364","6461","17.75"
"420710","ILHOTA","SC","03/2020","296","67627","228.47"
"420710","ILHOTA","SC","12/2020","366","25766","70.40"
"420720","IMARUÍ","SC","08/2020","522","3975","7.61"
"420720","IMARUÍ","SC","11/2020","525","38896","74.09"
"420720","IMARUÍ","SC","10/2020","525","37107","70.68"
"420720","IMARUÍ","SC","07/2020","522","3845","7.37"
"420720","IMARUÍ","SC","06/2020","522","3216","6.16"
"420720","IMARUÍ","SC","05/2020","522","3487","6.68"
"420720","IMARUÍ","SC","04/2020","522","3781","7.24"
"420720","IMARUÍ","SC","02/2020","528","98777","187.08"
"420720","IMARUÍ","SC","01/2020","529","102795.00","194.32"
"420720","IMARUÍ","SC","03/2020","515","98681","191.61"
"420720","IMARUÍ","SC","12/2020","525","40223","76.62"
"420720","IMARUÍ","SC","09/2020","525","34183","65.11"
"420730","IMBITUBA","SC","05/2020","1286","18906","14.70"
"420730","IMBITUBA","SC","08/2020","1286","15962","12.41"
"420730","IMBITUBA","SC","04/2020","1290","19331","14.99"
"420730","IMBITUBA","SC","07/2020","1286","20519","15.96"
"420730","IMBITUBA","SC","10/2020","1284","45872","35.73"
"420730","IMBITUBA","SC","06/2020","1286","19886","15.46"
"420730","IMBITUBA","SC","09/2020","1284","42250","32.90"
"420730","IMBITUBA","SC","11/2020","1284","49381","38.46"
"420730","IMBITUBA","SC","01/2020","1078","199883.00","185.42"
"420730","IMBITUBA","SC","02/2020","1081","196913","182.16"
"420730","IMBITUBA","SC","12/2020","1284","52768","41.10"
"420730","IMBITUBA","SC","03/2020","1046","191257","182.85"
"420740","IMBUIA","SC","07/2020","99","766","7.74"
"420740","IMBUIA","SC","02/2020","98","12410","126.63"
"420740","IMBUIA","SC","03/2020","101","12649","125.24"
"420740","IMBUIA","SC","01/2020","97","12362.00","127.44"
"420740","IMBUIA","SC","04/2020","99","472","4.77"
"420740","IMBUIA","SC","05/2020","99","472","4.77"
"420740","IMBUIA","SC","06/2020","99","561","5.67"
"420740","IMBUIA","SC","08/2020","99","636","6.42"
"420740","IMBUIA","SC","09/2020","100","1580","15.80"
"420740","IMBUIA","SC","10/2020","100","1580","15.80"
"420740","IMBUIA","SC","11/2020","100","1580","15.80"
"420740","IMBUIA","SC","12/2020","100","1744","17.44"
"420750","INDAIAL","SC","01/2020","406","80312.00","197.81"
"420750","INDAIAL","SC","03/2020","365","74483","204.06"
"420750","INDAIAL","SC","02/2020","394","76946","195.29"
"420750","INDAIAL","SC","07/2020","509","16356","32.13"
"420750","INDAIAL","SC","12/2020","502","32244","64.23"
"420750","INDAIAL","SC","10/2020","502","26242","52.27"
"420750","INDAIAL","SC","09/2020","502","25166","50.13"
"420750","INDAIAL","SC","08/2020","509","14240","27.98"
"420750","INDAIAL","SC","06/2020","509","16196","31.82"
"420750","INDAIAL","SC","05/2020","508","15097","29.72"
"420750","INDAIAL","SC","04/2020","508","15443","30.40"
"420750","INDAIAL","SC","11/2020","502","29728","59.22"
"420757","IOMERÊ","SC","09/2020","15","1227","81.80"
"420757","IOMERÊ","SC","12/2020","15","1496","99.73"
"420757","IOMERÊ","SC","08/2020","13","503","38.69"
"420757","IOMERÊ","SC","07/2020","13","503","38.69"
"420757","IOMERÊ","SC","06/2020","13","503","38.69"
"420757","IOMERÊ","SC","03/2020","12","2799","233.25"
"420757","IOMERÊ","SC","05/2020","13","503","38.69"
"420757","IOMERÊ","SC","04/2020","12","146","12.17"
"420757","IOMERÊ","SC","02/2020","15","3333","222.20"
"420757","IOMERÊ","SC","01/2020","15","3332.00","222.13"
"420757","IOMERÊ","SC","10/2020","15","1227","81.80"
"420757","IOMERÊ","SC","11/2020","15","1496","99.73"
"420760","IPIRA","SC","10/2020","57","2520","44.21"
"420760","IPIRA","SC","07/2020","58","0","0.00"
"420760","IPIRA","SC","09/2020","57","2520","44.21"
"420760","IPIRA","SC","05/2020","58","0","0.00"
"420760","IPIRA","SC","11/2020","57","2732","47.93"
"420760","IPIRA","SC","03/2020","56","6721","120.02"
"420760","IPIRA","SC","12/2020","57","2951","51.77"
"420760","IPIRA","SC","02/2020","58","6987","120.47"
"420760","IPIRA","SC","01/2020","58","7206.00","124.24"
"420760","IPIRA","SC","08/2020","58","0","0.00"
"420760","IPIRA","SC","06/2020","58","0","0.00"
"420760","IPIRA","SC","04/2020","58","0","0.00"
"420765","IPORÃ DO OESTE","SC","10/2020","94","3447","36.67"
"420765","IPORÃ DO OESTE","SC","01/2020","92","18594.00","202.11"
"420765","IPORÃ DO OESTE","SC","07/2020","100","1791","17.91"
"420765","IPORÃ DO OESTE","SC","09/2020","94","3145","33.46"
"420765","IPORÃ DO OESTE","SC","06/2020","100","1791","17.91"
"420765","IPORÃ DO OESTE","SC","05/2020","100","1791","17.91"
"420765","IPORÃ DO OESTE","SC","08/2020","100","1750","17.50"
"420765","IPORÃ DO OESTE","SC","02/2020","92","18813","204.49"
"420765","IPORÃ DO OESTE","SC","12/2020","94","4174","44.40"
"420765","IPORÃ DO OESTE","SC","04/2020","100","1791","17.91"
"420765","IPORÃ DO OESTE","SC","03/2020","96","19338","201.44"
"420765","IPORÃ DO OESTE","SC","11/2020","94","3955","42.07"
"420768","IPUAÇU","SC","05/2020","822","15315","18.63"
"420768","IPUAÇU","SC","09/2020","872","35425","40.63"
"420768","IPUAÇU","SC","04/2020","815","16917","20.76"
"420768","IPUAÇU","SC","02/2020","826","153671","186.04"
"420768","IPUAÇU","SC","03/2020","802","149784","186.76"
"420768","IPUAÇU","SC","10/2020","872","37238","42.70"
"420768","IPUAÇU","SC","01/2020","813","152012.00","186.98"
"420768","IPUAÇU","SC","11/2020","872","38483","44.13"
"420768","IPUAÇU","SC","12/2020","872","39630","45.45"
"420768","IPUAÇU","SC","06/2020","822","14997","18.24"
"420768","IPUAÇU","SC","08/2020","822","15108","18.38"
"420768","IPUAÇU","SC","07/2020","822","16249","19.77"
"420770","IPUMIRIM","SC","03/2020","101","17345","171.73"
"420770","IPUMIRIM","SC","01/2020","88","15851.00","180.13"
"420770","IPUMIRIM","SC","05/2020","105","1705","16.24"
"420770","IPUMIRIM","SC","07/2020","105","1705","16.24"
"420770","IPUMIRIM","SC","08/2020","105","1705","16.24"
"420770","IPUMIRIM","SC","09/2020","109","6282","57.63"
"420770","IPUMIRIM","SC","10/2020","109","6646","60.97"
"420770","IPUMIRIM","SC","11/2020","109","6646","60.97"
"420770","IPUMIRIM","SC","12/2020","109","7151","65.61"
"420770","IPUMIRIM","SC","04/2020","104","1794","17.25"
"420770","IPUMIRIM","SC","02/2020","84","14848","176.76"
"420770","IPUMIRIM","SC","06/2020","105","1705","16.24"
"420775","IRACEMINHA","SC","03/2020","70","10200","145.71"
"420775","IRACEMINHA","SC","04/2020","73","1163","15.93"
"420775","IRACEMINHA","SC","06/2020","72","951","13.21"
"420775","IRACEMINHA","SC","07/2020","72","1163","16.15"
"420775","IRACEMINHA","SC","08/2020","72","1033","14.35"
"420775","IRACEMINHA","SC","09/2020","70","2103","30.04"
"420775","IRACEMINHA","SC","10/2020","70","2103","30.04"
"420775","IRACEMINHA","SC","11/2020","70","2103","30.04"
"420775","IRACEMINHA","SC","12/2020","70","3353","47.90"
"420775","IRACEMINHA","SC","01/2020","71","9835.00","138.52"
"420775","IRACEMINHA","SC","05/2020","72","1375","19.10"
"420775","IRACEMINHA","SC","02/2020","72","10047","139.54"
"420780","IRANI","SC","08/2020","193","1577","8.17"
"420780","IRANI","SC","01/2020","191","26790.00","140.26"
"420780","IRANI","SC","02/2020","188","26284","139.81"
"420780","IRANI","SC","03/2020","195","27480","140.92"
"420780","IRANI","SC","04/2020","195","1960","10.05"
"420780","IRANI","SC","05/2020","193","1529","7.92"
"420780","IRANI","SC","07/2020","193","1618","8.38"
"420780","IRANI","SC","12/2020","188","9373","49.86"
"420780","IRANI","SC","11/2020","188","8459","44.99"
"420780","IRANI","SC","06/2020","193","1618","8.38"
"420780","IRANI","SC","10/2020","188","7342","39.05"
"420780","IRANI","SC","09/2020","188","6603","35.12"
"420785","IRATI","SC","04/2020","65","839","12.91"
"420785","IRATI","SC","09/2020","67","2325","34.70"
"420785","IRATI","SC","12/2020","67","2780","41.49"
"420785","IRATI","SC","11/2020","67","2464","36.78"
"420785","IRATI","SC","10/2020","67","2464","36.78"
"420785","IRATI","SC","08/2020","67","438","6.54"
"420785","IRATI","SC","07/2020","67","438","6.54"
"420785","IRATI","SC","06/2020","67","438","6.54"
"420785","IRATI","SC","05/2020","67","616","9.19"
"420785","IRATI","SC","03/2020","64","11339","177.17"
"420785","IRATI","SC","02/2020","65","11558","177.82"
"420785","IRATI","SC","01/2020","66","11558.00","175.12"
"420790","IRINEÓPOLIS","SC","10/2020","452","9322","20.62"
"420790","IRINEÓPOLIS","SC","11/2020","452","9281","20.53"
"420790","IRINEÓPOLIS","SC","04/2020","450","3385","7.52"
"420790","IRINEÓPOLIS","SC","05/2020","452","3263","7.22"
"420790","IRINEÓPOLIS","SC","06/2020","452","2996","6.63"
"420790","IRINEÓPOLIS","SC","07/2020","452","2955","6.54"
"420790","IRINEÓPOLIS","SC","08/2020","452","2734","6.05"
"420790","IRINEÓPOLIS","SC","09/2020","452","8925","19.75"
"420790","IRINEÓPOLIS","SC","12/2020","452","10111","22.37"
"420790","IRINEÓPOLIS","SC","03/2020","442","75108","169.93"
"420790","IRINEÓPOLIS","SC","01/2020","407","70069.00","172.16"
"420790","IRINEÓPOLIS","SC","02/2020","407","69749","171.37"
"420800","ITÁ","SC","12/2020","119","5013","42.13"
"420800","ITÁ","SC","01/2020","105","15085.00","143.67"
"420800","ITÁ","SC","02/2020","103","14615","141.89"
"420800","ITÁ","SC","03/2020","108","15513","143.64"
"420800","ITÁ","SC","04/2020","119","1582","13.29"
"420800","ITÁ","SC","10/2020","119","3185","26.76"
"420800","ITÁ","SC","05/2020","119","1199","10.08"
"420800","ITÁ","SC","06/2020","119","1377","11.57"
"420800","ITÁ","SC","07/2020","119","1377","11.57"
"420800","ITÁ","SC","08/2020","119","1468","12.34"
"420800","ITÁ","SC","11/2020","119","4630","38.91"
"420800","ITÁ","SC","09/2020","119","3218","27.04"
"420810","ITAIÓPOLIS","SC","04/2020","570","4913","8.62"
"420810","ITAIÓPOLIS","SC","01/2020","596","93667.00","157.16"
"420810","ITAIÓPOLIS","SC","02/2020","591","93838","158.78"
"420810","ITAIÓPOLIS","SC","05/2020","565","4913","8.70"
"420810","ITAIÓPOLIS","SC","06/2020","565","4879","8.64"
"420810","ITAIÓPOLIS","SC","07/2020","565","5271","9.33"
"420810","ITAIÓPOLIS","SC","08/2020","565","3876","6.86"
"420810","ITAIÓPOLIS","SC","09/2020","561","14019","24.99"
"420810","ITAIÓPOLIS","SC","10/2020","561","16091","28.68"
"420810","ITAIÓPOLIS","SC","11/2020","561","18182","32.41"
"420810","ITAIÓPOLIS","SC","12/2020","561","18754","33.43"
"420810","ITAIÓPOLIS","SC","03/2020","573","90789","158.45"
"420820","ITAJAÍ","SC","04/2020","4015","81531","20.31"
"420820","ITAJAÍ","SC","06/2020","4014","87320","21.75"
"420820","ITAJAÍ","SC","07/2020","4014","90786","22.62"
"420820","ITAJAÍ","SC","08/2020","4014","74587","18.58"
"420820","ITAJAÍ","SC","03/2020","2884","488135","169.26"
"420820","ITAJAÍ","SC","09/2020","3982","146396","36.76"
"420820","ITAJAÍ","SC","01/2020","3076","516568.00","167.93"
"420820","ITAJAÍ","SC","10/2020","3982","155228","38.98"
"420820","ITAJAÍ","SC","11/2020","3982","162377","40.78"
"420820","ITAJAÍ","SC","12/2020","3982","170696","42.87"
"420820","ITAJAÍ","SC","05/2020","4014","85495","21.30"
"420820","ITAJAÍ","SC","02/2020","3074","514426","167.35"
"420830","ITAPEMA","SC","10/2020","1157","44165","38.17"
"420830","ITAPEMA","SC","01/2020","871","153823.00","176.61"
"420830","ITAPEMA","SC","05/2020","1132","16452","14.53"
"420830","ITAPEMA","SC","08/2020","1132","13231","11.69"
"420830","ITAPEMA","SC","07/2020","1132","17506","15.46"
"420830","ITAPEMA","SC","06/2020","1132","16444","14.53"
"420830","ITAPEMA","SC","04/2020","1132","17647","15.59"
"420830","ITAPEMA","SC","11/2020","1157","46822","40.47"
"420830","ITAPEMA","SC","12/2020","1157","51514","44.52"
"420830","ITAPEMA","SC","03/2020","813","144548","177.80"
"420830","ITAPEMA","SC","02/2020","869","150274","172.93"
"420830","ITAPEMA","SC","09/2020","1157","40689","35.17"
"420840","ITAPIRANGA","SC","09/2020","93","2668","28.69"
"420840","ITAPIRANGA","SC","05/2020","93","1840","19.78"
"420840","ITAPIRANGA","SC","01/2020","95","13528.00","142.40"
"420840","ITAPIRANGA","SC","06/2020","93","1929","20.74"
"420840","ITAPIRANGA","SC","07/2020","93","1929","20.74"
"420840","ITAPIRANGA","SC","04/2020","93","1286","13.83"
"420840","ITAPIRANGA","SC","03/2020","91","13159","144.60"
"420840","ITAPIRANGA","SC","10/2020","93","3072","33.03"
"420840","ITAPIRANGA","SC","11/2020","93","3421","36.78"
"420840","ITAPIRANGA","SC","12/2020","93","3845","41.34"
"420840","ITAPIRANGA","SC","08/2020","93","1238","13.31"
"420840","ITAPIRANGA","SC","02/2020","92","13248","144.00"
"420845","ITAPOÁ","SC","02/2020","445","85456","192.04"
"420845","ITAPOÁ","SC","07/2020","613","5728","9.34"
"420845","ITAPOÁ","SC","09/2020","610","20045","32.86"
"420845","ITAPOÁ","SC","11/2020","610","22649","37.13"
"420845","ITAPOÁ","SC","10/2020","610","20846","34.17"
"420845","ITAPOÁ","SC","08/2020","613","5056","8.25"
"420845","ITAPOÁ","SC","06/2020","613","5863","9.56"
"420845","ITAPOÁ","SC","01/2020","451","85973.00","190.63"
"420845","ITAPOÁ","SC","05/2020","613","5991","9.77"
"420845","ITAPOÁ","SC","12/2020","610","24472","40.12"
"420845","ITAPOÁ","SC","04/2020","610","6467","10.60"
"420845","ITAPOÁ","SC","03/2020","420","81622","194.34"
"420850","ITUPORANGA","SC","06/2020","219","3377","15.42"
"420850","ITUPORANGA","SC","03/2020","215","33614","156.34"
"420850","ITUPORANGA","SC","12/2020","214","10266","47.97"
"420850","ITUPORANGA","SC","07/2020","219","3459","15.79"
"420850","ITUPORANGA","SC","11/2020","214","10006","46.76"
"420850","ITUPORANGA","SC","10/2020","214","9044","42.26"
"420850","ITUPORANGA","SC","09/2020","214","8460","39.53"
"420850","ITUPORANGA","SC","05/2020","219","3375","15.41"
"420850","ITUPORANGA","SC","04/2020","220","4801","21.82"
"420850","ITUPORANGA","SC","02/2020","211","32951","156.17"
"420850","ITUPORANGA","SC","01/2020","216","33204.00","153.72"
"420850","ITUPORANGA","SC","08/2020","219","2782","12.70"
"420860","JABORÁ","SC","03/2020","56","8907","159.05"
"420860","JABORÁ","SC","11/2020","59","2480","42.03"
"420860","JABORÁ","SC","07/2020","59","788","13.36"
"420860","JABORÁ","SC","12/2020","59","2617","44.36"
"420860","JABORÁ","SC","01/2020","60","9456.00","157.60"
"420860","JABORÁ","SC","02/2020","60","9358","155.97"
"420860","JABORÁ","SC","04/2020","59","701","11.88"
"420860","JABORÁ","SC","09/2020","59","2309","39.14"
"420860","JABORÁ","SC","05/2020","59","610","10.34"
"420860","JABORÁ","SC","06/2020","59","788","13.36"
"420860","JABORÁ","SC","08/2020","59","699","11.85"
"420860","JABORÁ","SC","10/2020","59","2309","39.14"
"420870","JACINTO MACHADO","SC","04/2020","344","5100","14.83"
"420870","JACINTO MACHADO","SC","02/2020","307","50153","163.36"
"420870","JACINTO MACHADO","SC","10/2020","343","9347","27.25"
"420870","JACINTO MACHADO","SC","03/2020","341","55658","163.22"
"420870","JACINTO MACHADO","SC","12/2020","343","11058","32.24"
"420870","JACINTO MACHADO","SC","11/2020","343","10911","31.81"
"420870","JACINTO MACHADO","SC","01/2020","310","50487.00","162.86"
"420870","JACINTO MACHADO","SC","07/2020","345","3487","10.11"
"420870","JACINTO MACHADO","SC","09/2020","343","8964","26.13"
"420870","JACINTO MACHADO","SC","08/2020","345","3234","9.37"
"420870","JACINTO MACHADO","SC","06/2020","345","3487","10.11"
"420870","JACINTO MACHADO","SC","05/2020","345","3398","9.85"
"420880","JAGUARUNA","SC","12/2020","377","20055","53.20"
"420880","JAGUARUNA","SC","08/2020","383","4037","10.54"
"420880","JAGUARUNA","SC","07/2020","383","5629","14.70"
"420880","JAGUARUNA","SC","01/2020","320","60226.00","188.21"
"420880","JAGUARUNA","SC","02/2020","316","59172","187.25"
"420880","JAGUARUNA","SC","03/2020","361","65595","181.70"
"420880","JAGUARUNA","SC","05/2020","383","5604","14.63"
"420880","JAGUARUNA","SC","06/2020","383","5829","15.22"
"420880","JAGUARUNA","SC","09/2020","377","16169","42.89"
"420880","JAGUARUNA","SC","04/2020","381","5673","14.89"
"420880","JAGUARUNA","SC","10/2020","377","16882","44.78"
"420880","JAGUARUNA","SC","11/2020","377","19293","51.18"
"420890","JARAGUÁ DO SUL","SC","07/2020","1884","40865","21.69"
"420890","JARAGUÁ DO SUL","SC","12/2020","1872","112380","60.03"
"420890","JARAGUÁ DO SUL","SC","11/2020","1872","99065","52.92"
"420890","JARAGUÁ DO SUL","SC","10/2020","1872","93271","49.82"
"420890","JARAGUÁ DO SUL","SC","09/2020","1872","85909","45.89"
"420890","JARAGUÁ DO SUL","SC","06/2020","1884","39784","21.12"
"420890","JARAGUÁ DO SUL","SC","05/2020","1885","38271","20.30"
"420890","JARAGUÁ DO SUL","SC","04/2020","1887","42396","22.47"
"420890","JARAGUÁ DO SUL","SC","02/2020","1450","257724","177.74"
"420890","JARAGUÁ DO SUL","SC","01/2020","1458","259825.00","178.21"
"420890","JARAGUÁ DO SUL","SC","03/2020","1351","247561","183.24"
"420890","JARAGUÁ DO SUL","SC","08/2020","1884","34685","18.41"
"420895","JARDINÓPOLIS","SC","09/2020","44","1308","29.73"
"420895","JARDINÓPOLIS","SC","04/2020","44","1213","27.57"
"420895","JARDINÓPOLIS","SC","08/2020","44","638","14.50"
"420895","JARDINÓPOLIS","SC","06/2020","44","768","17.45"
"420895","JARDINÓPOLIS","SC","07/2020","44","768","17.45"
"420895","JARDINÓPOLIS","SC","10/2020","44","2185","49.66"
"420895","JARDINÓPOLIS","SC","05/2020","44","768","17.45"
"420895","JARDINÓPOLIS","SC","03/2020","43","7049","163.93"
"420895","JARDINÓPOLIS","SC","12/2020","44","2445","55.57"
"420895","JARDINÓPOLIS","SC","11/2020","44","2356","53.55"
"420895","JARDINÓPOLIS","SC","01/2020","39","6698.00","171.74"
"420895","JARDINÓPOLIS","SC","02/2020","39","6698","171.74"
"420900","JOAÇABA","SC","09/2020","368","22346","60.72"
"420900","JOAÇABA","SC","08/2020","363","9868","27.18"
"420900","JOAÇABA","SC","02/2020","287","53766","187.34"
"420900","JOAÇABA","SC","03/2020","340","63129","185.67"
"420900","JOAÇABA","SC","01/2020","290","54761.00","188.83"
"420900","JOAÇABA","SC","04/2020","361","10992","30.45"
"420900","JOAÇABA","SC","05/2020","363","9994","27.53"
"420900","JOAÇABA","SC","06/2020","363","10231","28.18"
"420900","JOAÇABA","SC","12/2020","368","26569","72.20"
"420900","JOAÇABA","SC","11/2020","368","25108","68.23"
"420900","JOAÇABA","SC","10/2020","368","23722","64.46"
"420900","JOAÇABA","SC","07/2020","363","10713","29.51"
"420910","JOINVILLE","SC","12/2020","7395","364625","49.31"
"420910","JOINVILLE","SC","03/2020","6217","1172891","188.66"
"420910","JOINVILLE","SC","10/2020","7395","311650","42.14"
"420910","JOINVILLE","SC","09/2020","7395","284675","38.50"
"420910","JOINVILLE","SC","08/2020","7427","124273","16.73"
"420910","JOINVILLE","SC","04/2020","7425","147885","19.92"
"420910","JOINVILLE","SC","05/2020","7427","139707","18.81"
"420910","JOINVILLE","SC","07/2020","7427","147454","19.85"
"420910","JOINVILLE","SC","01/2020","5722","1070334.00","187.06"
"420910","JOINVILLE","SC","02/2020","5721","1077023","188.26"
"420910","JOINVILLE","SC","11/2020","7395","335912","45.42"
"420910","JOINVILLE","SC","06/2020","7427","142268","19.16"
"420915","JOSÉ BOITEUX","SC","10/2020","221","16742","75.76"
"420915","JOSÉ BOITEUX","SC","01/2020","204","54772.00","268.49"
"420915","JOSÉ BOITEUX","SC","02/2020","204","54333","266.34"
"420915","JOSÉ BOITEUX","SC","03/2020","204","54521","267.26"
"420915","JOSÉ BOITEUX","SC","04/2020","215","2446","11.38"
"420915","JOSÉ BOITEUX","SC","05/2020","215","2446","11.38"
"420915","JOSÉ BOITEUX","SC","06/2020","215","2446","11.38"
"420915","JOSÉ BOITEUX","SC","07/2020","215","3098","14.41"
"420915","JOSÉ BOITEUX","SC","09/2020","221","16487","74.60"
"420915","JOSÉ BOITEUX","SC","11/2020","221","17166","77.67"
"420915","JOSÉ BOITEUX","SC","12/2020","221","17564","79.48"
"420915","JOSÉ BOITEUX","SC","08/2020","215","2829","13.16"
"420917","JUPIÁ","SC","04/2020","93","2921","31.41"
"420917","JUPIÁ","SC","02/2020","92","15299","166.29"
"420917","JUPIÁ","SC","05/2020","92","2512","27.30"
"420917","JUPIÁ","SC","01/2020","92","15411.00","167.51"
"420917","JUPIÁ","SC","03/2020","90","15362","170.69"
"420917","JUPIÁ","SC","06/2020","92","2512","27.30"
"420917","JUPIÁ","SC","07/2020","92","2334","25.37"
"420917","JUPIÁ","SC","08/2020","92","2334","25.37"
"420917","JUPIÁ","SC","09/2020","92","4125","44.84"
"420917","JUPIÁ","SC","10/2020","92","4394","47.76"
"420917","JUPIÁ","SC","11/2020","92","4037","43.88"
"420917","JUPIÁ","SC","12/2020","92","4573","49.71"
"420920","LACERDÓPOLIS","SC","08/2020","2","0","0.00"
"420920","LACERDÓPOLIS","SC","01/2020","2","284","142.00"
"420920","LACERDÓPOLIS","SC","03/2020","2","284","142.00"
"420920","LACERDÓPOLIS","SC","04/2020","2","0","0.00"
"420920","LACERDÓPOLIS","SC","07/2020","2","0","0.00"
"420920","LACERDÓPOLIS","SC","09/2020","2","0","0.00"
"420920","LACERDÓPOLIS","SC","06/2020","2","0","0.00"
"420920","LACERDÓPOLIS","SC","02/2020","2","284","142.00"
"420920","LACERDÓPOLIS","SC","12/2020","2","0","0.00"
"420920","LACERDÓPOLIS","SC","10/2020","2","0","0.00"
"420920","LACERDÓPOLIS","SC","05/2020","2","0","0.00"
"420920","LACERDÓPOLIS","SC","11/2020","2","0","0.00"
"420930","LAGES","SC","08/2020","6193","98501","15.91"
"420930","LAGES","SC","12/2020","6161","257117","41.73"
"420930","LAGES","SC","11/2020","6161","242712","39.39"
"420930","LAGES","SC","10/2020","6161","231066","37.50"
"420930","LAGES","SC","05/2020","6193","104402","16.86"
"420930","LAGES","SC","04/2020","6192","105563","17.05"
"420930","LAGES","SC","09/2020","6161","217627","35.32"
"420930","LAGES","SC","06/2020","6193","105552","17.04"
"420930","LAGES","SC","01/2020","5455","974048.00","178.56"
"420930","LAGES","SC","07/2020","6193","111091","17.94"
"420930","LAGES","SC","02/2020","5418","966742","178.43"
"420930","LAGES","SC","03/2020","5509","991806","180.03"
"420940","LAGUNA","SC","06/2020","569","6844","12.03"
"420940","LAGUNA","SC","05/2020","569","6838","12.02"
"420940","LAGUNA","SC","04/2020","571","6743","11.81"
"420940","LAGUNA","SC","03/2020","549","67931","123.74"
"420940","LAGUNA","SC","12/2020","573","17090","29.83"
"420940","LAGUNA","SC","11/2020","573","15013","26.20"
"420940","LAGUNA","SC","10/2020","573","12825","22.38"
"420940","LAGUNA","SC","09/2020","573","11073","19.32"
"420940","LAGUNA","SC","02/2020","540","67454","124.91"
"420940","LAGUNA","SC","08/2020","569","4716","8.29"
"420940","LAGUNA","SC","01/2020","541","66542.00","123.00"
"420940","LAGUNA","SC","07/2020","569","6404","11.25"
"420945","LAJEADO GRANDE","SC","10/2020","50","2006","40.12"
"420945","LAJEADO GRANDE","SC","12/2020","50","2047","40.94"
"420945","LAJEADO GRANDE","SC","08/2020","48","570","11.88"
"420945","LAJEADO GRANDE","SC","09/2020","50","2006","40.12"
"420945","LAJEADO GRANDE","SC","07/2020","48","479","9.98"
"420945","LAJEADO GRANDE","SC","06/2020","48","479","9.98"
"420945","LAJEADO GRANDE","SC","05/2020","48","390","8.13"
"420945","LAJEADO GRANDE","SC","04/2020","49","911","18.59"
"420945","LAJEADO GRANDE","SC","03/2020","41","6749","164.61"
"420945","LAJEADO GRANDE","SC","02/2020","44","7026","159.68"
"420945","LAJEADO GRANDE","SC","01/2020","43","6928.00","161.12"
"420945","LAJEADO GRANDE","SC","11/2020","50","2006","40.12"
"420950","LAURENTINO","SC","05/2020","61","528","8.66"
"420950","LAURENTINO","SC","11/2020","63","2673","42.43"
